birth_city,news_updated,rotowire_id,injury_body_part,gsis_id,birth_date,years_exp,weight,depth_chart_position,high_school,sport,last_name,player_id,birth_state,team,status,number,yahoo_id,injury_status,position,pandascore_id,search_rank,rotoworld_id,search_full_name,full_name,espn_id,height,search_first_name,fantasy_data_id,hashtag,sportradar_id,stats_id,age,practice_description,injury_start_date,injury_notes,depth_chart_order,swish_id,college,birth_country,metadata,fantasy_positions,first_name,active,search_last_name,practice_participation
,,10710,,,1990-03-07,8,292,,De Pere (WI),nfl,Nowak,1119,,,Inactive,68,26090,,C,,9999999,,drewnowak,Drew Nowak,15366,"6'3""",drew,14033,#drewnowak-NFL-FA-68,33df4b34-a867-4e95-a5e9-6b399eeffb59,,30,,,,,,Western Michigan,,,['OL'],Drew,False,nowak,
,,,,,1981-12-12,9,230,,,nfl,Brown,258,,,Inactive,30,,,RB,,9999999,,ronniebrown,Ronnie Brown,8417,"6'0""",ronnie,6458,#ronniebrown-NFL-FA-30,b2c89b10-76a0-422e-876a-db6b2968fd76,,35,,,,,,Auburn,,,['RB'],Ronnie,False,brown,
,1599693360002,14893,,,1997-12-10,2,190,,Delmar (MD),nfl,Leatherbury,7161,,,Active,0,33081,,WR,,9999999,,shaneleatherbury,Shane Leatherbury,,71,shane,22162,#shaneleatherbury-NFL-FA-0,58f05d39-c84a-4154-912b-f1d54fd08e61,,24,,,,,,Towson,,,['WR'],Shane,True,leatherbury,
,,10199,,,1992-07-27,0,220,,,nfl,Edwards,2581,,,Inactive,40,28680,,RB,,9999999,,jahwanedwards,Jahwan Edwards,2577845,"5'9""",jahwan,17046,#jahwanedwards-NFL-FA-40,a97cad40-62d3-49ce-9e7f-e3c9662d5681,591565,26,,,,,,Ball State,,,['RB'],Jahwan,False,edwards,
,1524174601281,11328,,00-0032552,1994-04-30,6,188,,Port Gibson (MS),nfl,Barnes,3709,,,Inactive,38,29771,,CB,,9999999,,adairiusbarnes,Adairius Barnes,2971880,71,adairius,18515,#adairiusbarnes-NFL-FA-38,0d50cb7b-d179-41b7-b4bd-acc4c05e2d8a,693055,27,,,,,,Louisiana Tech,,,['DB'],Adairius,False,barnes,
,,7561,,,1987-06-07,9,268,,Miami Norland (FL),nfl,Gordon,885,,,Inactive,85,24968,,TE,,9999999,,richardgordon,Richard Gordon,14211,"6'4""",richard,13059,#richardgordon-NFL-FA-85,0af0c081-9430-4317-99af-57c7432c24fa,323386,33,,,,,,Miami,,,['TE'],Richard,False,gordon,
,1544112331423,13235,,00-0034582,1995-01-17,4,320,,Randolph,nfl,Mahon,5512,,,Inactive,63,31311,,G,,9999999,,brendanmahon,Brendan Mahon,3057991,76,brendan,20104,#brendanmahon-NFL-FA-63,a25bf0a9-84a3-49c3-9969-50b046a0fa30,,26,,,,,,Penn State,,,['OL'],Brendan,False,mahon,
,1567217157467,6067,,00-0027008,1987-02-16,13,305,,Palo Duro (TX),nfl,Hood,361,,,Inactive,76,9296,,DE,,9999999,,ziggyhood,Ziggy Hood,12442,75,ziggy,8507,#ziggyhood-NFL-FA-76,5f2a0be9-3420-4aa4-a723-8956a58a8a8a,300647,34,,,,,,Missouri,,,['DL'],Ziggy,False,hood,
,,11622,,,1991-12-10,0,188,,,nfl,Chestnut,3533,,,Inactive,40,29517,,CB,,9999999,,terrellchestnut,Terrell Chestnut,,"5'11""",terrell,18300,#terrellchestnut-NFL-FA-40,79b62c35-c30c-4c4e-a266-b270a3e97768,,26,,,,,,West Virginia,,,['DB'],Terrell,False,chestnut,
,1609435217876,15029,,,1997-03-28,2,256,,Westlake (GA),nfl,Render,7356,,,Active,0,33243,,DE,,1985,,tyshunrender,Tyshun Render,3914456,76,tyshun,22344,#tyshunrender-NFL-FA-0,160934d8-6fac-4a5f-8121-d8bca301d1b4,,24,,,,,866655,Middle Tennessee,,,['DL'],Tyshun,True,render,
,1547844959601,7141,,00-0026502,1986-11-23,13,313,,Miami Carol City (FL),nfl,Jean-Francois,487,,,Inactive,97,9508,,DT,,9999999,5122,rickyjeanfrancois,Ricky Jean-Francois,12443,75,ricky,9828,#rickyjeanfrancois-NFL-FA-97,c0e4ed02-82ec-4bde-a1b1-c035dde46402,303880,35,,,,,,Louisiana State,,,['DL'],Ricky,False,jeanfrancois,
,,,,,1979-06-12,11,252,,,nfl,Clark,5,,,Inactive,87,,,TE,,9999999,,dallasclark,Dallas Clark,,"6'3""",dallas,244,#dallasclark-NFL-FA-87,,,38,,,,,,Iowa,,,['TE'],Dallas,False,clark,
,,,, 00-0035503,1996-02-14,3,292,,La Habra,nfl,Lobendahn,6576,,,Inactive,60,32526,NA,C,,9999999,,toalobendahn,Toa Lobendahn,3120360,75,toa,21274,#toalobendahn-NFL-FA-60,ae34c85c-a174-4f6e-b11a-f3b56e3c230f,,25,,,,,,Southern California,,,['OL'],Toa,True,lobendahn,
,1646932536560,11297,,00-0032813,1993-08-17,6,234,RB,Norwalk (CA),nfl,Penny,3803,,NYG,Active,39,29906,,RB,,9999999,11964,elijhaapenny,Elijhaa Penny,2575965,74,elijhaa,18617,#elijhaapenny-NFL-NYG-39,6c6a6099-0169-4c9a-b024-0d8f4a795f38,606629,28,,,,3,606629,Idaho,,,['RB'],Elijhaa,True,penny,
,1629945607116,14023,, 00-0035385,1995-10-01,3,188,,Swansboro (NC),nfl,Thompkins,6540,,GB,Inactive,6,32409,,WR,,9999999,,deandrethompkins,DeAndre Thompkins,3116182,71,deandre,21526,#deandrethompkins-NFL-GB-6,8b66001c-c41f-406a-9583-d8b6848ea6d2,821298,26,,,,,821298,Penn State,,,['WR'],DeAndre,True,thompkins,
,1565628356099,6354,,00-0026784,1986-07-19,13,308,,Salinas (CA),nfl,Smith,422,,,Inactive,62,9538,,G,,9999999,,evansmith,Evan Smith,12972,74,evan,9042,#evansmith-NFL-FA-62,2c80e71d-c173-4c07-aeda-69371e969591,,35,,,,,,Idaho State,,,['OL'],Evan,False,smith,
,,,,,,0,,,,nfl,Elway,4759,,,Inactive,0,,,,,9999999,9386,johnelway,John Elway,,,john,19680,#johnelway-NFL-FA-0,,,,,,,,,,,,,John,False,elway,
,1638313245717,9799,,00-0030706,1991-06-21,8,298,LG,Colony (CA),nfl,Andrews,1789,,ATL,Active,68,27785,,C,,9999999,,joshandrews,Josh Andrews,16963,74,josh,15961,#joshandrews-NFL-ATL-68,18fc2ade-5106-491d-9e5f-97926e64459a,,30,,,,2,498152,Oregon State,,,['OL'],Josh,True,andrews,
,,6480,,,1988-08-25,10,170,,Largo (FL),nfl,McCluster,564,,,Inactive,33,24011,,RB,,9999999,5780,dextermccluster,Dexter McCluster,13207,"5'8""",dexter,11220,#dextermccluster-NFL-FA-33,54f4146b-cec8-4fba-a00e-eac7e31ac07c,334726,32,,,,,,Mississippi,,,['RB'],Dexter,False,mccluster,
,,10864,,,1992-09-25,1,301,,,nfl,Manhart,3010,,,Inactive,64,28653,,G,,9999999,,colemanhart,Cole Manhart,3075143,"6'4""",cole,17554,#colemanhart-NFL-FA-64,955378b4-c96a-4ef0-8938-713d6ad3fb9a,,26,,,,,,Nebraska-Kearney,,,['OL'],Cole,False,manhart,
,1643050849895,15570,,,1997-08-13,1,224,RWR,Liberty Christian (VA),nfl,Strachan,7944,,IND,Active,17,,,WR,,378,,mikestrachan,Mike Strachan,,77,mike,,#mikestrachan-NFL-IND-17,f847b563-8a08-46ca-bb57-aee8431a87fd,,24,,,,2,1191979,Charleston (WV),,,['WR'],Mike,True,strachan,
,,10696,,,1993-06-20,5,231,,Orange Park,nfl,Plummer,2644,,,Inactive,50,28863,,LB,,9999999,,terranceplummer,Terrance Plummer,2575025,"5'11""",terrance,17112,#terranceplummer-NFL-FA-50,f989c91d-7389-45d6-8883-dcf46f531cff,,27,,,,,,Central Florida,,,['LB'],Terrance,False,plummer,
,1639002030761,6681,,00-0027885,1988-10-10,12,329,DL,Santa Fe (FL),nfl,Joseph,579,,LAC,Active,98,24021,,DT,,9999999,5867,linvaljoseph,Linval Joseph,13281,76,linval,11302,#linvaljoseph-NFL-LAC-98,6c48b2a7-924e-43ec-bcd9-f1cda06b2332,,33,,,,1,402468,East Carolina,,,['DL'],Linval,True,joseph,
,,6592,,,1988-06-09,10,300,,Pickering (LA),nfl,Smith,1005,,,Inactive,70,24049,,DT,,9999999,,danthonysmith,D'Anthony Smith,13296,"6'2""",danthony,13569,#danthonysmith-NFL-FA-70,ae6bc6c0-a1b9-469b-81a8-7a542cb6da04,,32,,,,,,Louisiana Tech,,,['DL'],D'Anthony,False,smith,
,,10217,,,1991-09-06,7,220,,Midland,nfl,Goodley,2593,,,Inactive,14,29014,,WR,,9999999,,antwangoodley,Antwan Goodley,2512996,71,antwan,17060,#antwangoodley-NFL-FA-14,e6232fb6-d246-41a8-b6d4-844c8c54cd5d,557235,30,,,,,,Baylor,,,['WR'],Antwan,True,goodley,
,1567827024616,14219,, 00-0035479,1996-08-30,3,193,,Lackey (MD),nfl,Simpson,6605,,,Inactive,14,32487,,WR,,9999999,,cortrellesimpson,Cortrelle Simpson,3923415,71,cortrelle,21393,#cortrellesimpson-NFL-FA-14,fbefac60-0572-4e90-a1cc-669528059012,884812,25,,,,,,Richmond,,,['WR'],Cortrelle,True,simpson,
,,9558,,,1990-06-08,1,256,,,nfl,Blanchflower,1915,,,Inactive,87,27758,,TE,,9999999,,robblanchflower,Rob Blanchflower,16855,"6'4""",rob,16145,#robblanchflower-NFL-FA-87,40fff616-dcfc-42a0-a14d-e8e9393d485d,518126,27,,,,,,Massachusetts,,,['TE'],Rob,False,blanchflower,
,1642457455731,15525,,,1998-01-26,1,187,SWR,Viera (FL),nfl,Nixon,7546,,NE,Active,87,,,WR,,9999999,,trenixon,Tre Nixon,,72,tre,,#trenixon-NFL-NE-87,c552a87b-4612-49f2-a6a4-55a5e26787c7,,24,,,,3,945641,UCF,,{'source_id': 'cadab9ca-7e6b-49c8-9aee-f2767170880d'},['WR'],Tre,True,nixon,
,1568131856709,11236,,00-0033054,1994-01-07,6,281,,Riverside Academy (LA),nfl,Gathers,3372,,,Inactive,0,29451,,TE,,9999999,11501,ricogathers,Rico Gathers,2990959,78,rico,18133,#ricogathers-NFL-FA-0,ec2db5f2-ffec-4ece-9ca9-7a860c4880b6,696197,28,,,,,,Baylor,,,['TE'],Rico,False,gathers,
,,14097,,,1996-10-24,3,292,,Apopka,nfl,Robinson,6442,,,Active,68,32299,,DT,,9999999,,johnnyrobinson,Johnny Robinson,3933656,72,johnny,21486,#johnnyrobinson-NFL-FA-68,9a580e44-67a3-449c-8986-e6c74ded7548,,25,,,,,,Charleston Southern,,,['DL'],Johnny,True,robinson,
,1596583249975,13066,,00-0034299,1995-09-19,4,208,,Roosevelt (TX),nfl,Springs,5578,,,Active,33,31498,,DB,,1471,,arrionsprings,Arrion Springs,3122666,70,arrion,20431,#arrionsprings-NFL-FA-33,4ec41407-aa4d-4193-af06-b9795cb9aecc,,26,,,,,,Oregon,,,['DB'],Arrion,True,springs,
,1551745816134,13186,,,,4,195,,Bishop Amat,nfl,Andrews,5665,,,Inactive,16,31646,,WR,,9999999,,darrenandrews,Darren Andrews,3047553,70,darren,20602,#darrenandrews-NFL-FA-16,396c3f6d-db27-431e-a3fa-e5a6c12eba7a,744671,,,,,,,UCLA,,,['WR'],Darren,False,andrews,
,,15377,,,1998-08-29,2,202,SS,West Brook (TX),nfl,Gaines,7520,,GB,Active,38,,,DB,,9999999,,innisgaines,Innis Gaines,,73,innis,,#innisgaines-NFL-GB-38,3acd2909-ef8a-4a20-a859-001e6244d57f,,23,,,,3,913390,TCU,,,['DB'],Innis,True,gaines,
,1568736911644,9062,,00-0029795,1990-07-07,9,218,,Goodpasture Christian (TN),nfl,Cunningham,1564,,,Inactive,29,27167,,RB,,9999999,8953,bennycunningham,Benny Cunningham,16055,70,benny,15207,#bennycunningham-NFL-FA-29,06787c1d-f02b-4217-9152-c269e826928a,499493,31,,,,,,Middle Tennessee,,,['RB'],Benny,False,cunningham,
,,,,,,0,210,,,nfl,White,8136,,,Active,,,,RB,,,,rachaadwhite,Rachaad White,,74,rachaad,,#rachaadwhite-NFL-FA,,,,,,,,,Arizona State,,{'source_id': '722fcb33-fbc6-4673-a176-f255b31e42bb'},['RB'],Rachaad,True,white,
,1537039504075,11128,,00-0032867,1992-09-09,6,316,,Springfield (MN),nfl,Marz,3645,,,Inactive,75,29947,,G,,9999999,,tylermarz,Tyler Marz,2576443,79,tyler,18436,#tylermarz-NFL-FA-75,18ac09ad-486a-4f94-99d0-2099aa85b746,,29,,,,,,Wisconsin,,,['OL'],Tyler,False,marz,
,,,,,1984-08-24,7,218,,,nfl,Kolb,278,,,Inactive,4,,,QB,,9999999,,kevinkolb,Kevin Kolb,,"6'3""",kevin,7034,#kevinkolb-NFL-FA-4,,,33,,,,,,Houston,,,['QB'],Kevin,False,kolb,
,1567197955814,14004,, 00-0035366,1997-05-26,3,197,,Starkville,nfl,Leonard,6361,,,Active,14,32093,,WR,,9999999,,raphaelleonard,Raphael Leonard,4250570,74,raphael,21252,#raphaelleonard-NFL-FA-14,f33f7018-0ee3-4264-9df3-a88e5d09f181,1058046,24,,,,,,Southern Illinois,,,['WR'],Raphael,True,leonard,
,1640403958912,15218,,,1999-10-03,1,180,SCB,St. Thomas Aquinas (FL),nfl,Samuel,7655,,LAC,Active,26,,,CB,,372,,asantesamuel,Asante Samuel,,70,asante,,#asantesamuel-NFL-LAC-26,02b08a8b-a3bd-44d1-8930-e6f51b029a22,,22,,,,1,1126037,Florida State,,,['DB'],Asante,True,samuel,
,1552938309001,4743,,00-0024227,1984-01-21,16,340,,Highland (UT),nfl,Ngata,314,,,Injured Reserve,0,7761,,DT,,9999999,3599,halotingata,Haloti Ngata,9598,76,haloti,7680,#halotingata-NFL-FA-0,6de52f0c-2a65-42a3-81a0-9c772a588c08,213981,37,,,,,,Oregon,,,['DL'],Haloti,False,ngata,
,,13767,, 00-0035060,1996-09-05,3,198,,El Cerrito (CA),nfl,Pickett,6228,,,Active,35,32260,,SS,,9999999,,adariuspickett,Adarius Pickett,3117414,71,adarius,21150,#adariuspickett-NFL-FA-35,7fb0ab39-da56-4f98-bf9a-90661a82dffe,,25,,,,,,UCLA,,,['DB'],Adarius,True,pickett,
,,12237,,,1995-11-26,5,226,,Elsik (TX),nfl,Zamora,4289,,,Active,8,30639,,WR,,9999999,12325,ishmaelzamora,Ishmael Zamora,3128362,76,ishmael,19135,#ishmaelzamora-NFL-FA-8,7e36e26a-5aab-4672-966c-b67ada87e135,837972,26,,,,,,Baylor,,,['WR'],Ishmael,True,zamora,
,1641860461768,15510,,,1998-01-28,1,247,TE,Regis Jesuit (CO),nfl,Stoll,7946,,PHI,Active,89,,,TE,,391,,jackstoll,Jack Stoll,,76,jack,,#jackstoll-NFL-PHI-89,0560d134-d316-4cda-9d48-34d32267af68,,24,,,,3,911985,Nebraska,,,['TE'],Jack,True,stoll,
,,,,,1969-10-10,20,222,,,nfl,Favre,462,,,Inactive,4,,,QB,,9999999,1744,brettfavre,Brett Favre,,"6'2""",brett,9528,#brettfavre-NFL-FA-4,,,48,,,,,,Southern Mississippi,,,['QB'],Brett,False,favre,
,,12976,,,1994-05-18,4,300,,Scottsdale Christian Academy,nfl,Dooley,4956,,,Active,0,30968,,LS,,9999999,,nickdooley,Nick Dooley,,80,nick,19820,#nickdooley-NFL-FA-0,3a179c49-9e71-4252-96ea-e143f7d5b564,,27,,,,,,Texas-El Paso,,,['LS'],Nick,True,dooley,
,1563319539293,7440,,00-0028039,1989-05-09,11,305,,Chattahoochee (GA),nfl,Boling,828,,,Injured Reserve,0,24888,,G,,9999999,6609,clintboling,Clint Boling,14178,77,clint,12838,#clintboling-NFL-FA-0,a877e5f6-37c5-4c7c-9f23-9e3a9f9d0d84,,32,,,,,,Georgia,,,['OL'],Clint,False,boling,
,1647526858108,9575,,00-0029963,1991-04-23,9,295,RT,Carver (GA),nfl,Hubbard,1407,,CLE,Active,74,26909,,T,,9999999,8729,christopherhubbard,Christopher Hubbard,16076,76,christopher,14959,#christopherhubbard-NFL-CLE-74,ffa1d197-25af-43a9-ae61-05ab20a0a5be,,30,,,,2,,UAB,,,"['OT', 'OL']",Christopher,True,hubbard,
,1642963832929,13648,, 00-0035239,1997-06-19,3,195,SCB,Chippewa Valley (MI),nfl,Murphy-Bunting,6060,,TB,Active,23,31871,,CB,,9999999,,seanmurphybunting,Sean Murphy-Bunting,3932886,72,sean,21050,#seanmurphybunting-NFL-TB-23,f84bf885-d6ff-4fc8-8b6e-64bb3bceb17d,,24,,,,1,885764,Central Michigan,,,['DB'],Sean,True,murphybunting,
,,,,,,0,,,,nfl,Allen,4043,,,Inactive,0,,,,,9999999,9509,bruceallen,Bruce Allen,,,bruce,18886,#bruceallen-NFL-FA-0,,,,,,,,,,,,,Bruce,False,allen,
,,,,,1994-02-05,5,195,,Newark (DE),nfl,Reynolds,4306,,,Active,0,,,CB,,9999999,,taylorreynolds,Taylor Reynolds,2975377,72,taylor,19154,#taylorreynolds-NFL-FA-0,a0edbda0-7a76-4c56-af14-14d02fd7a02b,,27,,,,,,James Madison,,,['DB'],Taylor,True,reynolds,
,1637644232331,15557,,,1999-11-11,1,192,LCB,Scotlandville Magnet (LA),nfl,Joseph,7658,,DAL,Active,24,,,CB,,9999999,,kelvinjoseph,Kelvin Joseph,,73,kelvin,,#kelvinjoseph-NFL-DAL-24,3efde273-cfbe-4485-9ef1-d40ea147f99f,,22,,,,2,1109992,Kentucky,,,['DB'],Kelvin,True,joseph,
,1643589334633,8783,,00-0030506,1989-10-05,9,256,TE,Cleveland Heights (OH),nfl,Kelce,1466,,KC,Active,87,26686,,TE,,14,8411,traviskelce,Travis Kelce,15847,77,travis,15048,#traviskelce-NFL-KC-87,c3859e06-5f23-4302-a71b-04820a899d5f,448240,32,,,,1,448240,Cincinnati,,,['TE'],Travis,True,kelce,
,,14317,, 00-0035635,1996-07-16,3,199,,Nimitz,nfl,Allen,6697,,,Active,82,32610,,WR,,9999999,,floydallen,Floyd Allen,3920560,70,floyd,21599,#floydallen-NFL-FA-82,648a7562-8b49-4c2f-8a09-0cc5433f5c8c,1068178,25,,,,,,Mississippi,,,['WR'],Floyd,True,allen,
,1535738739919,8821,,00-0030517,1990-09-11,7,267,,University City (MO),nfl,Bass,1470,,,Inactive,47,26856,,LB,,9999999,,davidbass,David Bass,16025,"6'4""",david,15065,#davidbass-NFL-FA-47,67c59603-6e43-4446-9035-6a2ee811ed1b,694818,30,,,,,,Missouri Western,,,['LB'],David,False,bass,
,,9959,,,1989-09-06,8,305,,Lyons Township (IL),nfl,Adams,1769,,,Inactive,63,26058,,T,,9999999,,jeffadams,Jeff Adams,15368,"6'7""",jeff,15822,#jeffadams-NFL-FA-63,9c304340-08d1-4491-98ef-d0eb359a6371,,31,,,,,,Columbia,,,"['RB', 'OL']",Jeff,False,adams,
,1638910521768,14658,,,1997-11-27,2,240,RB,Kingwood (TX),nfl,Olonilua,7055,,DAL,Active,45,33099,,FB,,9999999,,sewoolonilua,Sewo Olonilua,4038539,75,sewo,21971,#sewoolonilua-NFL-DAL-45,fb48038c-8f33-47a5-abb4-cda19f66c853,,24,,,,6,913373,TCU,,,['RB'],Sewo,True,olonilua,
,1637688637223,15264,,,1998-11-19,1,261,LDE,Bishop Hendricken (RI),nfl,Paye,7633,,IND,Active,51,,,DE,,250,,kwitypaye,Kwity Paye,,74,kwity,,#kwitypaye-NFL-IND-51,4c52a12f-6745-468e-86d9-977ffa512c4b,,23,,,,1,1074721,Michigan,,,['DL'],Kwity,True,paye,
,,11837,,,1994-01-17,5,230,,Lakeville South,nfl,Leidner,4839,,,Active,3,30947,,QB,,9999999,,mitchleidner,Mitch Leidner,2970710,76,mitch,19742,#mitchleidner-NFL-FA-3,39f8efff-67fb-493b-ad9b-315d6e80aa45,,27,,,,,,Minnesota,,,['QB'],Mitch,True,leidner,
,1647495340921,12533,,00-0034052,1993-03-25,4,215,RWR,New London Spicer (MN),nfl,Zylstra,4878,,CAR,Active,16,30959,,WR,,9999999,,brandonzylstra,Brandon Zylstra,4294520,74,brandon,19779,#brandonzylstra-NFL-CAR-16,3885b40b-c31b-4cd6-a0fd-3d24bede2771,916610,29,,,,2,916610,Concordia (MN),,,['WR'],Brandon,True,zylstra,
,1647534905973,10701,,00-0031844,1992-02-22,7,203,SS,DeRidder (LA),nfl,Everett,2643,,WAS,Active,22,28785,,DB,,9999999,,deshazoreverett,Deshazor Everett,2578692,72,deshazor,17111,#deshazoreverett-NFL-WAS-22,6e91b25a-4bf4-4a53-a328-69d3e7ef86c1,,30,,,,2,593588,Texas A&M,,,['DB'],Deshazor,True,everett,
,1643640338814,14573,,,1998-04-29,2,217,RB,Atascocita (TX),nfl,Taylor,6963,,GB,Active,27,33235,,RB,,9999999,,patricktaylor,Patrick Taylor,4039358,74,patrick,21823,#patricktaylor-NFL-GB-27,ef87e355-8e0c-40ed-a85d-bca4896d4f1e,,23,,,,3,943635,Memphis,,,['RB'],Patrick,True,taylor,
,1642485659699,15514,,,2000-06-09,1,180,RWR,Trinity (KY),nfl,Moore,7601,,ARI,Active,4,,,WR,,143,,rondalemoore,Rondale Moore,,67,rondale,,#rondalemoore-NFL-ARI-4,975555d0-fe82-4e88-90f4-d690f5000671,,21,,,,1,1130270,Purdue,,{'source_id': '236ee1fb-155e-4634-b58a-27c0c9022e36'},['WR'],Rondale,True,moore,
,1632015647825,11554,,,1994-09-20,6,225,,Olive Branch (MS),nfl,McManis,3849,,MIA,Active,48,29976,,LB,,9999999,,wyntonmcmanis,Wynton McManis,2977884,73,wynton,18670,#wyntonmcmanis-NFL-MIA-48,b0b9a957-389f-4a08-9a68-177fcb59c50c,,27,,,,,693365,Memphis,,,['LB'],Wynton,True,mcmanis,
,1578066924398,10066,,00-0031577,1991-08-27,7,222,,Lincoln (FL),nfl,Allen,2430,,,Active,37,28513,,RB,,9999999,10314,javoriusallen,Javorius Allen,2577253,72,javorius,16886,#javoriusallen-NFL-FA-37,9173225c-4e88-4c87-ad78-41aa0d00a1be,598989,30,,,,,,Southern California,,,['RB'],Javorius,True,allen,
,,9321,,,1990-11-10,6,210,,Plant (FL),nfl,Murray,2019,,,Inactive,7,27691,,QB,,9999999,9411,aaronmurray,Aaron Murray,17021,"6'1""",aaron,16300,#aaronmurray-NFL-FA-7,20729a55-0183-46d8-9cf6-67063f184e36,495748,29,,,,,,Georgia,,,['QB'],Aaron,False,murray,
,1598218211618,14347,, 00-0035741,1997-02-25,3,240,,Oakland (TN),nfl,Smith,6741,,,Inactive,45,32648,,LB,,1772,,joshsmith,Josh Smith,3915778,76,josh,21659,#joshsmith-NFL-FA-45,39e9762a-327a-457f-9361-65c0e10a0e9b,,24,,,,,,Vanderbilt,,,['LB'],Josh,True,smith,
,1638658533651,8974,,00-0030387,1990-09-16,9,263,LOLB,Grover Cleveland (NY),nfl,Means,1561,,ATL,Active,55,26770,,LB,,9999999,,stevenmeans,Steven Means,15936,75,steven,15203,#stevenmeans-NFL-ATL-55,c639a18a-ee1a-46ed-8707-580711fa33db,,31,,,,1,466334,Buffalo,,,['DL'],Steven,True,means,
,1540923902742,10746,,00-0031764,1992-01-31,7,330,,Baker (AL),nfl,Clausell,3034,,,Inactive,75,28948,,OT,,9999999,,blaineclausell,Blaine Clausell,2516314,78,blaine,17738,#blaineclausell-NFL-FA-75,8bb26f10-90f9-42ce-bca2-1f450515d9d9,,29,,,,,,Mississippi State,,,['OL'],Blaine,False,clausell,
,1648346436790,11312,,00-0032602,1993-08-15,6,195,RB,Central (AL),nfl,McKissic,3664,,WAS,Active,41,29650,,RB,,161,11800,jdmckissic,J.D. McKissic,2572861,70,jd,18464,#jdmckissic-NFL-WAS-41,260e8f87-1d08-4c69-8e2b-afa825c1a68a,608353,28,,,,2,608353,Arkansas State,,,['RB'],J.D.,True,mckissic,
,,15082,,,1997-07-06,2,310,RG,Farragut (TN),nfl,Gilliam,7323,,PIT,Active,62,32983,,G,,9999999,,nathangilliam,Nathan Gilliam,3919555,76,nathan,22315,#nathangilliam-NFL-PIT-62,2154a63e-279e-42bc-b6f9-5a849cc02cfc,,24,,,,3,,Wake Forest,,,"['OL', 'OG']",Nathan,True,gilliam,
,1556919022938,9535,,00-0030656,1993-01-08,8,225,,George Washington Carver (GA),nfl,Crowell,1901,,,Inactive,22,28014,Questionable,RB,,782,9401,isaiahcrowell,Isaiah Crowell,17133,71,isaiah,16127,#isaiahcrowell-NFL-FA-22,40cd928f-f228-4ffd-8179-b27a12e14a44,606971,29,,,,,,Alabama State,,,['RB'],Isaiah,False,crowell,
,1630439750326,13531,, 00-0035590,1996-07-21,3,200,LWR,Deerfield Beach (FL),nfl,Ridley,5873,,,Active,0,31958,,WR,,402,13972,rileyridley,Riley Ridley,4035015,73,riley,20925,#rileyridley-NFL-FA-0,9c04ad60-9726-42d3-9836-7d95723f8eb6,914009,25,,,,15,914009,Georgia,,,['WR'],Riley,True,ridley,
,,14986,,,1997-11-04,2,182,,Ocean Lakes (VA),nfl,Taylor,7350,,,Active,30,33262,,CB,,9999999,,levontataylor,Levonta Taylor,,70,levonta,22338,#levontataylor-NFL-FA-30,16002c84-366a-4668-8dc6-076fa55332c7,,24,,,,,,Florida State,,,['DB'],Levonta,True,taylor,
,,,,,,1,280,,,nfl,Fanene,4913,,GB,Active,62,30919,,DT,,9999999,,aiuluafanene,Aiulua Fanene,2516897,"6'4""",aiulua,19709,#aiuluafanene-NFL-GB-62,,,,,,,,,Arizona,,,['DL'],Aiulua,True,fanene,
,,10979,,,1993-04-30,6,306,,Crystal Lake South (IL),nfl,Cooper,3330,,,Active,64,29408,,OT,,9999999,,fahncooper,Fahn Cooper,2574339,77,fahn,18091,#fahncooper-NFL-FA-64,16cbc76a-3cdb-496e-95dd-6d0098808800,,28,,,,,,Mississippi,,,['OL'],Fahn,True,cooper,
,,12665,,00-0034321,1994-01-23,4,304,,Hazel Green,nfl,Cothren,5589,,,Active,61,31527,,DT,,9999999,,parkercothren,Parker Cothren,3057976,76,parker,20345,#parkercothren-NFL-FA-61,4ac2531e-8a86-4124-970d-0d6be201a4b4,,27,,,,,,Penn State,,,['DL'],Parker,True,cothren,
,1641695158992,14976,,,1998-07-01,2,187,SWR,Martinsburg (WV),nfl,Green,7174,,,Active,0,33057,,WR,,536,,juwangreen,Juwan Green,4366710,72,juwan,22176,#juwangreen-NFL-FA-0,9c2185ab-5dcb-485e-950b-e035d9edb692,,23,,,,3,1121046,Albany,,,['WR'],Juwan,True,green,
,,,,,1990-04-09,2,207,,,nfl,Williams,974,,,Inactive,34,24825,,RB,,9999999,,ryanwilliams,Ryan Williams,14051,"5'9""",ryan,13425,#ryanwilliams-NFL-FA-34,68b5fdb2-e0e1-48aa-96a3-18a85c393a09,463734,27,,,,,,Virginia Tech,,,['RB'],Ryan,False,williams,
,1577723723233,7166,,00-0023259,1983-05-31,17,245,,St. Mary's College (CA),nfl,Alexander,678,,,Injured Reserve,0,7569,,LB,,9999999,3824,lorenzoalexander,Lorenzo Alexander,9424,73,lorenzo,11940,#lorenzoalexander-NFL-FA-0,38a7122f-5c9d-4b65-99bc-b9822f9d981a,,38,,,,,,California,,,['LB'],Lorenzo,True,alexander,
,,,,,1994-01-17,5,320,,West Linn (OR),nfl,Keizur,4298,,,Active,0,30456,,C,,9999999,,camkeizur,Cam Keizur,2967888,76,cam,19146,#camkeizur-NFL-FA-0,3cb5ccb6-375a-44b7-b0a5-31e88e438c2c,,27,,,,,,Portland State,,,['OL'],Cam,True,keizur,
